Lon	 Lat
172.811560 	 -83.553110 
172.806953 	 -83.553193 
172.806953 	 -83.553193 
172.806953 	 -83.553193 
172.802378 	 -83.553295 
172.802378 	 -83.553295 
172.802378 	 -83.553295 
172.797845 	 -83.553417 
172.797845 	 -83.553417 
172.797845 	 -83.553417 
172.797845 	 -83.553417 
172.793370 	 -83.553560 
172.793370 	 -83.553560 
172.793370 	 -83.553560 
172.788952 	 -83.553728 
172.788952 	 -83.553728 
172.788952 	 -83.553728 
172.788952 	 -83.553728 
172.784600 	 -83.553918 
172.784600 	 -83.553918 
172.784600 	 -83.553918 
172.780337 	 -83.554132 
172.780337 	 -83.554132 
172.780337 	 -83.554132 
172.776185 	 -83.554372 
172.776185 	 -83.554372 
172.776185 	 -83.554372 
172.776185 	 -83.554372 
172.772163 	 -83.554637 
172.772163 	 -83.554637 
172.772163 	 -83.554637 
172.768278 	 -83.554923 
172.768278 	 -83.554923 
172.768278 	 -83.554923 
172.764525 	 -83.555228 
172.764525 	 -83.555228 
172.764525 	 -83.555228 
172.764525 	 -83.555228 
172.760892 	 -83.555547 
172.760892 	 -83.555547 
172.760892 	 -83.555547 
172.757375 	 -83.555883 
172.757375 	 -83.555883 
172.757375 	 -83.555883 
172.753957 	 -83.556228 
172.753957 	 -83.556228 
172.753957 	 -83.556228 
172.750582 	 -83.556582 
172.750582 	 -83.556582 
172.750582 	 -83.556582 
172.750582 	 -83.556582 
172.747212 	 -83.556933 
172.747212 	 -83.556933 
172.747212 	 -83.556933 
172.743823 	 -83.557283 
172.743823 	 -83.557283 
172.743823 	 -83.557283 
172.740412 	 -83.557630 
172.740412 	 -83.557630 
172.740412 	 -83.557630 
172.740412 	 -83.557630 
172.736897 	 -83.557972 
172.736897 	 -83.557972 
172.736897 	 -83.557972 
172.733340 	 -83.558308 
172.733340 	 -83.558308 
172.733340 	 -83.558308 
172.729727 	 -83.558642 
172.729727 	 -83.558642 
172.729727 	 -83.558642 
172.729727 	 -83.558642 
172.726080 	 -83.558973 
172.726080 	 -83.558973 
172.726080 	 -83.558973 
172.722420 	 -83.559305 
172.722420 	 -83.559305 
172.722420 	 -83.559305 
172.718758 	 -83.559637 
172.718758 	 -83.559637 
172.718758 	 -83.559637 
172.718758 	 -83.559637 
172.715092 	 -83.559972 
172.715092 	 -83.559972 
172.715092 	 -83.559972 
172.711420 	 -83.560308 
172.711420 	 -83.560308 
172.711420 	 -83.560308 
172.711420 	 -83.560308 
172.707747 	 -83.560645 
172.707747 	 -83.560645 
172.707747 	 -83.560645 
172.704073 	 -83.560982 
172.704073 	 -83.560982 
172.704073 	 -83.560982 
172.700418 	 -83.561318 
172.700418 	 -83.561318 
172.700418 	 -83.561318 
172.700418 	 -83.561318 
172.696773 	 -83.561657 
172.696773 	 -83.561657 
172.696773 	 -83.561657 
172.693130 	 -83.561997 
172.693130 	 -83.561997 
172.693130 	 -83.561997 
172.689480 	 -83.562338 
172.689480 	 -83.562338 
172.689480 	 -83.562338 
172.685818 	 -83.562678 
172.685818 	 -83.562678 
172.685818 	 -83.562678 
172.685818 	 -83.562678 
172.682145 	 -83.563020 
172.682145 	 -83.563020 
172.682145 	 -83.563020 
172.678443 	 -83.563362 
172.678443 	 -83.563362 
172.678443 	 -83.563362 
172.674713 	 -83.563698 
172.674713 	 -83.563698 
172.674713 	 -83.563698 
172.674713 	 -83.563698 
172.670942 	 -83.564033 
172.670942 	 -83.564033 
172.670942 	 -83.564033 
172.667150 	 -83.564368 
172.667150 	 -83.564368 
172.667150 	 -83.564368 
172.663350 	 -83.564702 
172.663350 	 -83.564702 
172.663350 	 -83.564702 
172.663350 	 -83.564702 
172.659552 	 -83.565038 
172.659552 	 -83.565038 
172.659552 	 -83.565038 
172.655752 	 -83.565377 
172.655752 	 -83.565377 
172.655752 	 -83.565377 
172.651937 	 -83.565715 
172.651937 	 -83.565715 
172.651937 	 -83.565715 
172.651937 	 -83.565715 
172.648112 	 -83.566052 
172.648112 	 -83.566052 
172.648112 	 -83.566052 
172.644275 	 -83.566387 
172.644275 	 -83.566387 
172.644275 	 -83.566387 
172.640438 	 -83.566723 
172.640438 	 -83.566723 
172.640438 	 -83.566723 
172.640438 	 -83.566723 
172.636615 	 -83.567058 
172.636615 	 -83.567058 
172.636615 	 -83.567058 
172.632805 	 -83.567395 
172.632805 	 -83.567395 
172.632805 	 -83.567395 
172.632805 	 -83.567395 
172.629003 	 -83.567735 
172.629003 	 -83.567735 
172.629003 	 -83.567735 
172.625208 	 -83.568075 
172.625208 	 -83.568075 
172.625208 	 -83.568075 
172.621427 	 -83.568415 
172.621427 	 -83.568415 
172.621427 	 -83.568415 
172.617642 	 -83.568753 
172.617642 	 -83.568753 
172.617642 	 -83.568753 
172.617642 	 -83.568753 
172.613860 	 -83.569093 
172.613860 	 -83.569093 
172.613860 	 -83.569093 
172.610075 	 -83.569432 
172.610075 	 -83.569432 
172.610075 	 -83.569432 
172.610075 	 -83.569432 
172.606303 	 -83.569770 
172.606303 	 -83.569770 
172.606303 	 -83.569770 
172.602532 	 -83.570108 
172.602532 	 -83.570108 
172.602532 	 -83.570108 
172.598762 	 -83.570443 
172.598762 	 -83.570443 
172.598762 	 -83.570443 
172.594993 	 -83.570780 
172.594993 	 -83.570780 
172.594993 	 -83.570780 
172.594993 	 -83.570780 
172.591232 	 -83.571117 
172.591232 	 -83.571117 
172.591232 	 -83.571117 
172.587467 	 -83.571452 
172.587467 	 -83.571452 
172.587467 	 -83.571452 
172.587467 	 -83.571452 
172.583695 	 -83.571787 
172.583695 	 -83.571787 
172.583695 	 -83.571787 
172.579917 	 -83.572122 
172.579917 	 -83.572122 
172.579917 	 -83.572122 
172.576133 	 -83.572457 
172.576133 	 -83.572457 
172.576133 	 -83.572457 
172.572338 	 -83.572792 
172.572338 	 -83.572792 
172.572338 	 -83.572792 
172.572338 	 -83.572792 
172.568532 	 -83.573127 
172.568532 	 -83.573127 
172.568532 	 -83.573127 
172.564725 	 -83.573460 
172.564725 	 -83.573460 
172.564725 	 -83.573460 
172.560908 	 -83.573797 
172.560908 	 -83.573797 
172.560908 	 -83.573797 
172.560908 	 -83.573797 
172.557092 	 -83.574132 
172.557092 	 -83.574132 
172.557092 	 -83.574132 
172.553277 	 -83.574467 
172.553277 	 -83.574467 
172.553277 	 -83.574467 
172.549460 	 -83.574803 
172.549460 	 -83.574803 
172.549460 	 -83.574803 
172.545645 	 -83.575140 
172.545645 	 -83.575140 
172.545645 	 -83.575140 
