Lon	 Lat
172.466677 	 -83.505902 
172.461837 	 -83.505967 
172.461837 	 -83.505967 
172.461837 	 -83.505967 
172.457007 	 -83.506048 
172.457007 	 -83.506048 
172.457007 	 -83.506048 
172.457007 	 -83.506048 
172.452190 	 -83.506145 
172.452190 	 -83.506145 
172.452190 	 -83.506145 
172.447400 	 -83.506258 
172.447400 	 -83.506258 
172.447400 	 -83.506258 
172.442638 	 -83.506388 
172.442638 	 -83.506388 
172.442638 	 -83.506388 
172.442638 	 -83.506388 
172.437917 	 -83.506533 
172.437917 	 -83.506533 
172.437917 	 -83.506533 
172.433228 	 -83.506690 
172.433228 	 -83.506690 
172.433228 	 -83.506690 
172.433228 	 -83.506690 
172.428568 	 -83.506848 
172.428568 	 -83.506848 
172.428568 	 -83.506848 
172.423928 	 -83.507010 
172.423928 	 -83.507010 
172.423928 	 -83.507010 
172.419303 	 -83.507170 
172.419303 	 -83.507170 
172.419303 	 -83.507170 
172.419303 	 -83.507170 
172.414688 	 -83.507323 
172.414688 	 -83.507323 
172.414688 	 -83.507323 
172.410073 	 -83.507472 
172.410073 	 -83.507472 
172.410073 	 -83.507472 
172.405458 	 -83.507610 
172.405458 	 -83.507610 
172.405458 	 -83.507610 
172.405458 	 -83.507610 
172.400838 	 -83.507737 
172.400838 	 -83.507737 
172.400838 	 -83.507737 
172.396207 	 -83.507848 
172.396207 	 -83.507848 
172.396207 	 -83.507848 
172.391568 	 -83.507945 
172.391568 	 -83.507945 
172.391568 	 -83.507945 
172.391568 	 -83.507945 
172.386925 	 -83.508023 
172.386925 	 -83.508023 
172.386925 	 -83.508023 
172.382270 	 -83.508083 
172.382270 	 -83.508083 
172.382270 	 -83.508083 
172.377612 	 -83.508130 
172.377612 	 -83.508130 
172.377612 	 -83.508130 
172.377612 	 -83.508130 
172.372955 	 -83.508157 
172.372955 	 -83.508157 
172.372955 	 -83.508157 
172.368292 	 -83.508177 
172.368292 	 -83.508177 
172.368292 	 -83.508177 
172.363633 	 -83.508187 
172.363633 	 -83.508187 
172.363633 	 -83.508187 
172.363633 	 -83.508187 
172.358987 	 -83.508198 
172.358987 	 -83.508198 
172.358987 	 -83.508198 
172.354347 	 -83.508208 
172.354347 	 -83.508208 
172.354347 	 -83.508208 
172.349708 	 -83.508222 
172.349708 	 -83.508222 
172.349708 	 -83.508222 
172.345072 	 -83.508240 
