Lon	 Lat
170.975660 	 -83.657243 
170.979740 	 -83.656927 
170.979740 	 -83.656927 
170.979740 	 -83.656927 
170.983823 	 -83.656613 
170.983823 	 -83.656613 
170.983823 	 -83.656613 
170.987905 	 -83.656297 
170.987905 	 -83.656297 
170.987905 	 -83.656297 
170.991982 	 -83.655980 
170.991982 	 -83.655980 
170.991982 	 -83.655980 
170.991982 	 -83.655980 
170.996077 	 -83.655662 
170.996077 	 -83.655662 
170.996077 	 -83.655662 
171.000173 	 -83.655342 
171.000173 	 -83.655342 
171.000173 	 -83.655342 
171.004277 	 -83.655020 
171.004277 	 -83.655020 
171.004277 	 -83.655020 
171.004277 	 -83.655020 
171.008378 	 -83.654697 
171.008378 	 -83.654697 
171.008378 	 -83.654697 
171.012467 	 -83.654373 
171.012467 	 -83.654373 
171.012467 	 -83.654373 
171.016543 	 -83.654050 
171.016543 	 -83.654050 
171.016543 	 -83.654050 
171.016543 	 -83.654050 
171.020595 	 -83.653727 
171.020595 	 -83.653727 
171.020595 	 -83.653727 
171.024640 	 -83.653405 
171.024640 	 -83.653405 
171.024640 	 -83.653405 
171.028667 	 -83.653085 
171.028667 	 -83.653085 
171.028667 	 -83.653085 
171.028667 	 -83.653085 
171.032665 	 -83.652767 
171.032665 	 -83.652767 
171.032665 	 -83.652767 
171.036633 	 -83.652450 
171.036633 	 -83.652450 
171.036633 	 -83.652450 
171.040572 	 -83.652133 
171.040572 	 -83.652133 
171.040572 	 -83.652133 
171.044487 	 -83.651817 
171.044487 	 -83.651817 
171.044487 	 -83.651817 
171.044487 	 -83.651817 
171.048375 	 -83.651502 
171.048375 	 -83.651502 
171.048375 	 -83.651502 
171.052275 	 -83.651185 
171.052275 	 -83.651185 
171.052275 	 -83.651185 
171.056127 	 -83.650870 
171.056127 	 -83.650870 
171.056127 	 -83.650870 
171.056127 	 -83.650870 
171.059963 	 -83.650553 
171.059963 	 -83.650553 
171.059963 	 -83.650553 
171.063803 	 -83.650238 
171.063803 	 -83.650238 
171.063803 	 -83.650238 
171.063803 	 -83.650238 
171.067627 	 -83.649923 
171.067627 	 -83.649923 
171.067627 	 -83.649923 
171.071427 	 -83.649607 
171.071427 	 -83.649607 
171.071427 	 -83.649607 
171.075217 	 -83.649288 
171.075217 	 -83.649288 
171.075217 	 -83.649288 
171.075217 	 -83.649288 
171.079017 	 -83.648970 
171.079017 	 -83.648970 
171.079017 	 -83.648970 
171.082788 	 -83.648652 
171.082788 	 -83.648652 
171.082788 	 -83.648652 
171.086567 	 -83.648335 
171.086567 	 -83.648335 
171.086567 	 -83.648335 
171.086567 	 -83.648335 
171.090357 	 -83.648018 
171.090357 	 -83.648018 
171.090357 	 -83.648018 
171.094170 	 -83.647703 
171.094170 	 -83.647703 
171.094170 	 -83.647703 
171.097992 	 -83.647388 
171.097992 	 -83.647388 
171.097992 	 -83.647388 
171.097992 	 -83.647388 
171.101832 	 -83.647075 
171.101832 	 -83.647075 
171.101832 	 -83.647075 
171.105695 	 -83.646763 
171.105695 	 -83.646763 
171.105695 	 -83.646763 
171.109578 	 -83.646453 
171.109578 	 -83.646453 
171.109578 	 -83.646453 
171.109578 	 -83.646453 
171.113493 	 -83.646145 
171.113493 	 -83.646145 
171.113493 	 -83.646145 
171.117428 	 -83.645835 
171.117428 	 -83.645835 
171.117428 	 -83.645835 
171.121377 	 -83.645523 
171.121377 	 -83.645523 
171.121377 	 -83.645523 
171.121377 	 -83.645523 
171.125335 	 -83.645212 
171.125335 	 -83.645212 
171.125335 	 -83.645212 
171.129310 	 -83.644900 
171.129310 	 -83.644900 
171.129310 	 -83.644900 
171.129310 	 -83.644900 
171.133292 	 -83.644587 
171.133292 	 -83.644587 
171.133292 	 -83.644587 
171.137275 	 -83.644272 
171.137275 	 -83.644272 
171.137275 	 -83.644272 
171.141268 	 -83.643955 
171.141268 	 -83.643955 
171.141268 	 -83.643955 
171.145263 	 -83.643640 
171.145263 	 -83.643640 
171.145263 	 -83.643640 
171.145263 	 -83.643640 
171.149257 	 -83.643325 
171.149257 	 -83.643325 
171.149257 	 -83.643325 
171.153265 	 -83.643012 
171.153265 	 -83.643012 
171.153265 	 -83.643012 
171.157275 	 -83.642698 
171.157275 	 -83.642698 
171.157275 	 -83.642698 
171.161275 	 -83.642385 
171.161275 	 -83.642385 
171.161275 	 -83.642385 
171.161275 	 -83.642385 
171.165258 	 -83.642072 
171.165258 	 -83.642072 
171.165258 	 -83.642072 
171.169237 	 -83.641757 
171.169237 	 -83.641757 
171.169237 	 -83.641757 
171.173198 	 -83.641442 
171.173198 	 -83.641442 
171.173198 	 -83.641442 
171.173198 	 -83.641442 
171.177150 	 -83.641125 
171.177150 	 -83.641125 
171.177150 	 -83.641125 
171.181082 	 -83.640808 
171.181082 	 -83.640808 
171.181082 	 -83.640808 
171.181082 	 -83.640808 
171.184997 	 -83.640492 
171.184997 	 -83.640492 
171.184997 	 -83.640492 
171.188897 	 -83.640175 
171.188897 	 -83.640175 
171.188897 	 -83.640175 
171.192782 	 -83.639860 
171.192782 	 -83.639860 
171.192782 	 -83.639860 
171.196663 	 -83.639547 
171.196663 	 -83.639547 
171.196663 	 -83.639547 
171.196663 	 -83.639547 
171.200555 	 -83.639232 
171.200555 	 -83.639232 
171.200555 	 -83.639232 
171.204437 	 -83.638920 
171.204437 	 -83.638920 
171.204437 	 -83.638920 
171.208312 	 -83.638608 
