Lon	 Lat
173.005755 	 -83.588987 
173.005755 	 -83.588987 
173.005755 	 -83.588987 
173.005755 	 -83.588987 
173.001945 	 -83.589312 
173.001945 	 -83.589312 
173.001945 	 -83.589312 
172.998053 	 -83.589630 
172.998053 	 -83.589630 
172.998053 	 -83.589630 
172.994130 	 -83.589950 
172.994130 	 -83.589950 
172.994130 	 -83.589950 
172.994130 	 -83.589950 
172.990278 	 -83.590272 
172.990278 	 -83.590272 
172.990278 	 -83.590272 
172.986452 	 -83.590597 
172.986452 	 -83.590597 
172.986452 	 -83.590597 
172.982685 	 -83.590930 
172.982685 	 -83.590930 
172.982685 	 -83.590930 
172.982685 	 -83.590930 
172.978943 	 -83.591267 
172.978943 	 -83.591267 
172.978943 	 -83.591267 
172.975242 	 -83.591612 
172.975242 	 -83.591612 
172.975242 	 -83.591612 
172.971570 	 -83.591958 
172.971570 	 -83.591958 
172.971570 	 -83.591958 
172.971570 	 -83.591958 
172.967892 	 -83.592305 
172.967892 	 -83.592305 
172.967892 	 -83.592305 
172.964237 	 -83.592655 
172.964237 	 -83.592655 
172.964237 	 -83.592655 
172.960583 	 -83.593003 
172.960583 	 -83.593003 
172.960583 	 -83.593003 
172.960583 	 -83.593003 
172.956925 	 -83.593352 
172.956925 	 -83.593352 
172.956925 	 -83.593352 
172.953245 	 -83.593702 
172.953245 	 -83.593702 
172.953245 	 -83.593702 
172.949550 	 -83.594052 
172.949550 	 -83.594052 
172.949550 	 -83.594052 
172.949550 	 -83.594052 
172.945880 	 -83.594403 
172.945880 	 -83.594403 
172.945880 	 -83.594403 
172.942163 	 -83.594757 
172.942163 	 -83.594757 
172.942163 	 -83.594757 
172.938428 	 -83.595108 
172.938428 	 -83.595108 
172.938428 	 -83.595108 
172.938428 	 -83.595108 
172.934662 	 -83.595457 
172.934662 	 -83.595457 
172.934662 	 -83.595457 
172.930867 	 -83.595805 
172.930867 	 -83.595805 
172.930867 	 -83.595805 
172.927032 	 -83.596150 
172.927032 	 -83.596150 
172.927032 	 -83.596150 
172.927032 	 -83.596150 
172.923190 	 -83.596493 
172.923190 	 -83.596493 
172.923190 	 -83.596493 
172.919337 	 -83.596840 
172.919337 	 -83.596840 
172.919337 	 -83.596840 
